,title,link,date,content,is_fake
266,Jokowi ambil PDIP dan perintahkan dukung Prabowo pada Juli,https://www.antaranews.com/berita/3659502/hoaks-jokowi-ambil-pdip-dan-perintahkan-dukung-prabowo-pada-juli,,"- Beredar sebuah video dengan klaim Presiden Jokowi telah melengserkan Megawati Soekarnoputri dari posisi Ketua Umum Partai Demokrasi Indonesia Perjuangan (PDIP).

Pengambilalihan partai berlambang banteng moncong putih itu, juga diikuti dengan perintah bagi para kader PDIP untuk mendukung bakal calon presiden Prabowo Subianto pada Pilpres 2024.

Prabowo Subianto, yang saat ini diketahui menjabat sebagai Menteri Pertahanan RI, hingga Juli 2023 telah resmi diusung Partai Gerindra, Partai Kebangkitan Bangsa (PKB), serta Partai Bulan Bintang (PBB) untuk maju pada kontenstasi politik mendatang.

Berikut isi narasi pada judul video di Facebook:
""JOKOWI MENANTANG MAUT!!AMBIL ALIH KURSI PDIP DARI MAK MEGA
ATAS PERINTAH JOKOWI LANGSUNG BUBARKAN PDIP!!DUKUNG PRABOWO,"".

Lalu, benarkah narasi soal Jokowi ambil PDIP dan perintahkan dukung Prabowo?
 

Tangkapan layar berisi narasi hoaks yang menyatakan Jokowi ambil alih PDIP dan perintahkan dukung Prabowo (Facebook)



Penjelasan:
Nyatanya, informasi yang disajikan di judul serta di dalam video berbeda.

Pada isi video, narator membacakan artikel dengan judul “Effendi Simbolon dan Budiman Sudjatmiko Dukung Prabowo, Internal PDIP Pecah?” milik media berikut. 

Adapula, isi dari artikel media ini berjudul ""Budiman Sudjatmiko Resmi Gabung Gerindra Usai Temui Prabowo? PDIP Langsung Bereaksi,"".

Selain penyajian judul dan isi video yang tidak selaras, tidak ditemukan pula informasi resmi yang membenarkan adanya ""kudeta"" PDIP oleh Presiden Jokowi serta perintah pemberian dukungan kepada bakal calon presiden Prabowo.

Klaim: Jokowi ambil PDIP, perintahkan dukung Prabowo
Rating: Hoaks  

Cek fakta: Hoaks! Megawati jadikan Jokowi sebagai Ketua Umum PDIP pada 15 Juni

Baca juga: Tim 7 Jokowi kembangkan mesin ide untuk pemenangan Ganjar Pranowo

Cek fakta: Misinformasi! Video Jokowi akan menjadi cawapres Prabowo di Pemilu 2024


 Pewarta: Tim JACXEditor: Indriani								Copyright © ANTARA 2023",1
267,NIK KTP DKI Jakarta akan dinonatifkan permanen pada 1 Juni,https://www.antaranews.com/berita/4129155/hoaks-nik-ktp-dki-jakarta-akan-dinonatifkan-permanen-pada-1-juni?utm_source=antaranews&utm_medium=desktop&utm_campaign=popular_right,,"– Sebuah unggahan di Facebook mengimbau kepada warga pemegang KTP DKI Jakarta untuk mengecek NIK nya sebelum dinonaktifkan permanen pada 1 Juni 2024.

Berikut narasi dalam unggahan tersebut:
“Bapak Ibu warga Jakarta, mohon luangkan waktu sejenak untuk mengecek NIK KTP, sebelum di-nonaktifkan permanen per 1 Juni 2024 jika terdaftar dalam penataan dan penertiban. 
Sekilas info penertiban NIK DKI Jakarta.
1. Masuk website dukcapil https://datawarga-dukcapil.jakarta.go.id/
2. Masukkan NIK dan captha sesuai gambar
3. Lihat hasil yang muncul
4. Apabila muncul *tidak terdaftar dalam penataan dan penertiban* maka NIK tidak ada masalah, tidak perlu lakukan apapun
5. Jika muncul hasil *terdaftar dalam penataan dan penertiban* maka perlu diurus ke kelurahan karena akan dinonaktifkan permanen per 1 Juni 2024.”

Namun, benarkah NIK KTP DKI Jakarta akan dinonaktifkan permanen pada 1 Juni?

 

Unggahan yang menarasikan NIK KTP DKI Jakarta akan dinonatifkan permanen pada 1 Juni. Faktanya, dukcapil DKI Jakarta menyatakan klaim tersebut hoaks. (Facebook)

Penjelasan:

Dilansir dari Instagram resmi duckapil Jakarta, klaim NIK akan dinonaktifkan permanen per tanggal 1 Juni 2024 jika terdaftar dalam penataan dan peneriban dokumen kependudukan sesuai domisili adalah hoaks.

Dinas Dukcapil Provinsi DKI Jakarta menginformasikan bahwa : 
1. NIK yang masuk pada Data Warga masih aktif (baru usulan untuk dinonaktifkan) 
2. Sampai dengan saat ini Disdukcapil DKI baru mengusulkan penonaktifan NIK ke Kemendagri untuk kategori 'Yang sdh meninggal' dan 'RT/RW sudah tidak ada'
3. Bahwa penonaktifan NIK akan dilakukan secara bertahap dan bukan dilakukan serentak. 
4. Bagi warga yg masuk ke usulan penonaktifan namun sudah mengurus perpindahan atau sudah melapor ke Kelurahan dengan hasil verifikasi lapangan yang menguatkan, tidak perlu khawatir karena meskipun NIK nya masih terdaftar di Data Warga, tidak akan diajukan penonaktifan. 
5. Penonaktifan tidak dilakukan permanen karena terdapat mekanisme pengaktifan kembali.

Dilansir dari ANTARA, Dinas Kependudukan dan Pencatatan Sipil (Dukcapil) DKI Jakarta mengungkapkan bahwa sebanyak 238.410 warga telah melakukan pemindahan administrasi kependudukan sesuai domisilinya saat ini.

Pemindahan administrasi kependudukan sesuai domisili ini menyusul adanya program penataan dan penertiban administrasi penduduk (adminduk) yang dapat berujung penonaktifan 

Nomor Induk Kependudukan (NIK) warga yang tidak sesuai domisili seperti tertera di KTP.

Budi menuturkan program penataan administrasi kependudukan masih menjadi prioritas Dinas Dukcapil demi ketertiban administrasi penduduk, mengurangi potensi kerugian daerah serta potensi penyalahgunaan dokumen kependudukan.
Klaim: NIK KTP DKI Jakarta akan dinonatifkan permanen pada 1 Juni
Rating: Hoaks

Baca juga: Bawaslu Jaksel pastikan video viral di Pejaten Timur hoaks

Cek fakta: Hoaks! Anies Baswedan larang ucapkan selamat natal saat jadi Gubernur DKI Jakarta

Cek fakta: Hoaks! Berita Pemprov DKI habiskan Rp90,45 miliar untuk bayar buzzerPewarta: Tim JACXEditor: Indriani								Copyright © ANTARA 2024",1
268,Menteri Pertanian digantikan oleh Jenderal Moeldoko pada Juli 2023,https://www.antaranews.com/berita/3658395/disinformasi-menteri-pertanian-digantikan-oleh-jenderal-moeldoko-pada-juli-2023,,"– Sebuah unggahan di media sosial Facebook menampilkan tangkapan layar pesan berantai beredar di WhatsApp yang menarasikan akan adanya pergantian beberapa pejabat pada pertengahan bulan Juli lalu. 

Dalam narasi tersebut diklaim akan ada pergantian nama Menteri Kominfo, Wakil Menteri PDDT, Wakil Menteri Luar Negeri, Wakil Menteri BUMN, Dubes AS, Dewan Pertimbangan Presiden, Jaksa Agung dan KSP.

Dalam unggahan tersebut juga dinarasikan bahwa Menteri Pertanian, Syahrul Yasin Limpo akan digantikan oleh Jenderal Moeldoko.

Berikut narasi dalam tangkapan layar tersebut:
“Reshuffle kabinet
Pagi ini jam 10.00
Menkominfo: Pak Budi Arie
Wamen PDDT: Pak Prof. Paiman
Wamenlu: Pak Pahala (sblmnya Wamen BUMN)
Wamen BUMN: Pak Rosan Roeslani (sblmnya dubes AS)
Dubes AS: Pak Wishnutama
Wantimpres: Pak Sulis (Dubes Korsel)
Jaksa agung: Pak Sunarta (sblmny Wakil Jaksa Agung)
Menteri Pertanian: Jenderal TNI (P) Dr Moeldoko (sblmnya KSP)
KSP: Jendral TNI (P) Andika Perkasa (sblmnya mantan Panglima TNI)”

Berikut narasi dalam unggahan tersebut:
“Sehari setelah apel siaga, kader Partai Nasdem Syahrul Yasin Limpo sebagai menteri Pertanian direshuffle diganti oleh Jenderal Moeldoko”

Namun, benarkah isu Menteri Pertanian digantikan oleh Jenderal Moeldoko Juli 2023 tersebut?

 

Unggahan yang menarasikan Menteri Pertanian Syahrul Yasin Limpo akan digantikan oleh Jenderal Moeldoko pada jUli 2023. Faktanya, pernyataan tersebut tidak berdasar. (Facebook)

Penjelasan:

Berdasarkan penelusuran, pada 17 Juli lalu Presiden Jokowi melantik 5 Wakil Menteri yakni Nezar Patria sebagai Wakil Menteri Kominfo, Paiman Raharjo sebagai Wakil Menteri Desa PDTT, Pahala Mansury sebagai Wakil Menteri Luar Negeri, Rosan Roeslani sebagai Wakil Menteri BUMN, dan Saiful R Dasuki sebagai Wakil Menteri Agama.

Selain itu, Presiden Joko Widodo melantik Budi Arie Setiadi sebagai Menteri Komunikasi dan Informatika di Istana Negara pada hari yang sama.

Hingga saat ini, belum ada informasi resmi mengenai reshuffle Menteri Pertanian Syahrul Yasin Limpo menjadi Jenderal Moeldoko.
Klaim: Menteri Pertanian digantikan oleh Jenderal Moeldoko pada Juli 2023
Rating: Disinformasi

Cek fakta: Hoaks! Video Menteri Kesehatan promosikan produk pelangsing

Cek fakta: Hoaks! Lima menteri Jokowi mengaku terima 250 juta dari kasus BTS

Baca juga: Kementan intervensi Jateng dalam antisipasi dampak El NinoPewarta: Tim JACXEditor: Indriani								Copyright © ANTARA 2023",1
269,Gambar anak-anak korban perdagangan manusia di Ukraina,https://www.antaranews.com/berita/3657975/hoaks-gambar-anak-anak-korban-perdagangan-manusia-di-ukraina,,"- Potret sejumlah anak yang diklaim sebagai korban perdagangan manusia di Ukraina, diedarkan seorang pemilik akun Twitter terverifikasi.

Gambar hitam putih yang dibagikan pada 20 Juli ini, memperlihatkan sekumpulan anak dengan hanya memakai celana pendek, sedang duduk di papan kayu. Sebagian lagi tampak tertidur di papan tersebut.

Hingga Jumat (28/7), dokumentasi tersebut telah dilihat sekira 350.000 kali.

Gambar itu juga dilengkapi dengan narasi berikut:
""Ukraina dari dulu selalu memiliki masalah perdagangan manusia dan saya bisa membuktikannya.""

Lalu, benarkah gambar tersebut merupakan anak-anak korban perdagangan orang di Ukraina?

Tangkapan layar berisi narasi hoaks tentang gambar kumpulan anak korban perdagangan orang di Ukraina (Twitter)



Penjelasan:
Foto yang diunggah oleh akun Twitter dengan 600.000 lebih pengikut itu, tidak terbukti berhubungan dengan kasus perdagangan manusia di Ukraina.

Dokumentasi itu aslinya memperlihatkan anak-anak korban Holodomor dalam kondisi kelaparan.

Potret identik dapat ditemukan dalam artikel daring Encyclopedia of Modern Ukraine dengan judul ""Kelaparan, Holodomor 1932-33,"".

Merujuk Wikipedia, Holodomor menjadi sebutan bagi peristiwa genosida di Ukraina pada 1932-1933. Hampir tujuh juta orang tewas akibat kelaparan pada Holodomor.

Kematian besar-besaran itu terjadi karena rezim tirani Uni Soviet ingin menghapus semangat kebangsaan rakyat Ukraina, dan menuntut paksa Ukraina agar mematuhi perintah Uni Soviet.

Klaim: Gambar kumpulan anak korban perdagangan orang di Ukraina
Rating: Hoaks

Cek fakta: Hoaks! Foto Presiden Ukraina ikuti acara gay

Cek fakta: Hoaks! Pasukan khusus China pergi ke Ukraina bantu Rusia

Baca juga: Peretas ambil alih situs pemerintah lokal Ukraina, sebarkan hoaks




  Pewarta: Tim JACXEditor: Indriani								Copyright © ANTARA 2023",1
270,Professor Gizi IPB rekomendasikan obat pelangsing,https://www.antaranews.com/berita/3657966/hoaks-professor-gizi-ipb-rekomendasikan-obat-pelangsing,,"– Sebuah unggahan video beredar di berbagai media sosial, yang mencatut nama Ketua Umum PERGIZI Pangan Indonesia Prof Dr Ir Hardinsyah, MS. 

Dalam video tersebut, diklaim obat penurun berat badan tersebut telah teruji dan didukung oleh banyak tokoh ternama, contohnya Okky Lukman.

Berikut pernyataan narator dalam video tersebut:
“Halo, saya ahli gizi Ir. Hardinsyah, dan tujuan saya adalah untuk membantu Anda mendapatkan tubuh langsung dan menarik yang Anda impikan. Metodologi saya telah teruji dan didukung oleh banyak tokoh terkenal yang telah mencapai hasil yang mengesankan. Misalnya, Okky Lukman yang telah menjadi duta formula saya. Dengan menggunakan formula unik saya, Anda bisa berhasil menghilangkan berat badan berlebih untuk selamanya, tanpa harus melakukan diet yang melelahkan dan latihan yang membosankan.”

Namun, benarkah Professor Gizi IPB rekomendasikan obat pelangsing tersebut?

Unggahan video hoaks yang menyatakan Prof. Hardinsyah merekomendasikan obat penurun berat badan. Faktanya, video tersebut diedit video aslinya merupakan video pembelajaran pengantar kuliah pangan pada 2019 lalu. (Facebook)

Penjelasan:

Berdasarkan penelusuran ANTARA, unggahan video Prof Dr Ir Hardinsyah, MS ditemukan serupa di YouTube pada 2019 lalu yang berjudul “Video Kuliah minggu VII Pengantar Ilmu Pertanian oleh Prof. Hardinsyah”.

Selain itu, dilansir dari Detik, Ketua Umum PERGIZI Pangan Indonesia Prof Dr Ir Hardinsyah, MS, memastikan iklan brand obat pelangsing OPTI FIT yang mencatut namanya adalah hoax.

""Pelaku mempromosikan foto wajah Prof Dr Ir Hardinsyah MS, menggunakan berbagai jenis baju yang bisa berbicara bagaikan video promosi, merekomendasikan penggunaan obat pelangsing dengan teks yang kami copy dari laman Facebook seperti terlampir yang sesungguhnya tidak benar,"" ujar Prof Hardinsyah.

Pihaknya juga sudah melaporkan ke Humas IPB terkait promosi ilegal yang dilakukan brand tersebut.

Dengan demikian, unggahan video yang menyatakan Professor Gizi IPB merekomendasikan obat pelangsing merupakan hoaks. Faktanya, video tersebut diedit dan diberi narasi yang tidak sesuai.
Klaim: Professor Gizi IPB rekomendasikan obat pelangsing
Rating: Hoaks

Cek fakta: Hoaks! Video Menteri Kesehatan promosikan produk pelangsing

Cek fakta: Waspada! Modus penipuan pemberhentian kepesertaan BPJS Kesehatan

Baca juga: Obat pelangsing bisa sebabkan hipertensi paruPewarta: Tim JACXEditor: Indriani								Copyright © ANTARA 2023",1
271,Video cita-cita anak ingin Prabowo menang saat ditanya Jokowi,https://www.antaranews.com/berita/3655911/hoaks-video-cita-cita-anak-ingin-prabowo-menang-saat-ditanya-jokowi,,"– Sebuah unggahan video di TikTok menampilkan video Presiden Jokowi menggunakan baju polo berwarna merah dipanggung bertanya apa cita-citanya pada seorang anak didepannya, yang diketahui bernama Rafi.

Dalam video tersebut, Rafi menjawab cita-citanya adalah ingin Prabowo menang.

Berikut narasi dalam unggahan dengan lebih dari 400 ribu penayangan tersebut:
“No setting, kejujuran seorang Anak ditanya Presiden Jokowi.
Info dari Pusat Ngggak bisa didebat”

Namun, benarkah video tersebut?

 

Unggahan video hoaks yang menarasikan seorang anak ditanya cita-cita oleh Presiden Jokowi menjawab ingin Prabowo menang. Faktanya, video tersebut merupakan editan. (TikTok)

Penjelasan:

Berdasarkan penelusuran, video tersebut serupa dengan unggahan video di YouTube CNN yang berjudul “Ditanya Cita-Cita oleh Presiden Jokowi, Anak Ini Ingin Jadi Youtubers - Hari Anak Nasional”. Video tersebut diunggah 24 Juli 2017, saat itu Presiden Jokowi menghibur ribuan anak di Pekanbaru untuk merayakan Hari Anak Nasional.

Presiden Jokowi berdialog dengan salah seorang anak sembari menanyakan cita-cita sekaligus menghibur anak-anak dengan bermain sulap.

Dengan demikian, video jawaban anak ingin Prabowo menang merupakan editan. Faktanya, saat ditanya Presiden Jokowi cita-cita Rafi adalah YouTuber.
Klaim: Video cita-cita anak ingin Prabowo menang saat ditanya Jokowi
Rating: Hoaks

Cek fakta: Misinformasi! Video Jokowi akan menjadi cawapres Prabowo di Pemilu 2024

Cek fakta: Hoaks! Megawati jadikan Jokowi sebagai Ketua Umum PDIP pada 15 Juni

Baca juga: LSN: 47,5 persen relawan Jokowi menjatuhkan pilihan ke PrabowoPewarta: Tim JACXEditor: Indriani								Copyright © ANTARA 2023",1
272,Belanda berjanji siapkan kompensasi Rp2.417 triliun setelah akui kemerdekaan Indonesia,https://www.antaranews.com/berita/3655359/hoaks-belanda-berjanji-siapkan-kompensasi-rp2417-triliun-setelah-akui-kemerdekaan-indonesia,,"– Pada 14 Juni lalu, Pemerintah Belanda resmi mengakui 'sepenuhnya tanpa syarat' bahwa kemerdekaan Indonesia pada 17 Agustus 1945.

Sebuah unggahan video di YouTube menarasikan kekayaan Indonesia akan meningkat drastic karena Pemerintah Belanda menyiapkan kompensasi sebesar Rp2.417 triliun sebagai permohonan maaf atas penjajahan yang pernah dilakukan.

Berikut narasi dalam unggahan berdurasi 10 menit tersebut:

“Kekayaan Indonesia Meningkat Drastis! Belanda Siapkan Uang Rp2.417 Triliun Sebagai Permohonan Maaf”

Namun, benarkah Belanda siapkan kompensasi Rp2.417 triliun setelah akui kemerdekaan Indonesia?

 

Unggahan video hoaks yang menyatakan Pemerintah Belanda akan membayar kompenasasi Rp2.417 triliun sebagai permohonan maaf atas penjajahan di Indonesia. Faktanya, pernyataan tersebut tidak berdasar. (YouTube)

Penjelasan:

Dilansir dari ANTARA, Rutte menyatakan bahwa Belanda mengakui tanggal 17 Agustus sebagai Proklamasi Kemerdekaan Indonesia tanpa syarat.

Rutte juga menambahkan bahwa dalam beberapa tahun terakhir, Belanda selalu terlibat dan/atau hadir dalam semua perayaan HUT Kemerdekaan RI tanggal 17 Agustus. 

Selain itu, Perdana Menteri Belanda Mark Rutte pada Kamis (17/2) meminta maaf kepada Indonesia atas penggunaan kekerasan oleh militer Belanda selama masa Perang Kemerdekaan 1945-1949.

Permintaan maaf itu disampaikan Rutte pada konferensi pers di Ibu Kota Belgia, Brussel.

Rute mengatakan pemerintahnya mengakui seluruh temuan yang dihasilkan sebuah tinjauan sejarah yang sangat penting.

Dalam transkrip debat di situs resmi Parlemen Belanda, Tweede Kamer dan juga pernyatan resmi, tidak ada informasi menganai Pemerintah Belanda akan memberi kompensasi senilai Rp2.417 triliun kepada Indonesia.
Klaim: Belanda berjanji siapkan kompensasi Rp2.417 triliun setelah akui kemerdekaan Indonesia
Rating: Hoaks

Cek fakta: Hoaks! Kata 'jancuk' berasal dari nama tank Belanda

Cek fakta: Hoaks! Presiden AS jemput PM Singapura, tapi Presiden Jokowi hanya dijemput Dubes Indonesia

Baca juga: Raja Belanda berencana tak pakai kereta kuda bergambar penjajahanPewarta: Tim JACXEditor: Indriani								Copyright © ANTARA 2023",1
273,Foto pesawat jatuh di Karawang pada 25 Juli,https://www.antaranews.com/berita/3652776/hoaks-foto-pesawat-jatuh-di-karawang-pada-25-juli,,"– Sebuah unggahan di pelantar media sosial Facebook dan pesan berantai di WhatsApp menarasikan terjadi insiden pesawat jatuh di Bakan Tampol, Kecamatan Majalaya, Karawang, Jawa Barat.

Dalam pesan berantai tersebut juga disertai foto pesawat jatuh.

Berikut narasi dalam unggahan tersebut:
“Ada pesawat jatuh pada hari ini sekitaran jam 14.30. di daerah majalaya ranggon karawang”

Namun, benarkah insiden pesawat jatuh di Karawang pada 25 Juli?

 

Unggahan hoaks yang menyatakan ditemukan pesawat jatuh di Karawang pada 25 Juli. Faktanya, Polsek Majalaya melakukan pengecekan ke lokasi, untuk mengetahui kebenaran berita tersebut. Hasilnya, di lokasi tidak ditemukan adanya pesawat jatuh. (Facebook)

Penjelasan:

Dilansir dari media sosial Polsek Tirtajaya, Polres Karawang melalui Polsek Majalaya melakukan pengecekan ke lokasi, untuk mengetahui kebenaran berita tersebut. Hasilnya, di lokasi tidak ditemukan adanya pesawat jatuh.

Berdasarkan penelusuran, foto yang disebarkan di pesan berantai merupakan foto-foto pesawat maskapai Lion Air PK-LRU yang tergelincir di Bandara Morowali, pada 11 Mei 2023 lalu. Foto dan berita serupa dapat dilihat dilaman ANTARA.
Klaim: Foto pesawat jatuh di Karawang pada 25 Juli
Rating: Hoaks

Cek fakta: Hoaks! Pesawat Malaysia MH370 ditemukan di dasar laut

Cek fakta: Hoaks! Pesawat mendarat setelah 37 tahun menghilang

Baca juga: KKB tembak Pesawat Smart Air saat hendak mendarat di HomeyoPewarta: Tim JACXEditor: Indriani								Copyright © ANTARA 2023",1
274,Seluruh wali kota di Indonesia dukung Anies jadi Presiden 2024,https://www.antaranews.com/berita/3652044/hoaks-seluruh-wali-kota-di-indonesia-dukung-anies-jadi-presiden-2024,,"– Sebuah unggahan video di YouTube berdurasi delapan menit menarasikan bahwa seluruh wali kota di Indonesia sepakat mendukung Anies Baswedan menjadi Presiden 2024. 

Unggahan video tersebut juga disertai thumbnail foto Anies Baswedan dan beberapa orang lainnya menggunakan Passapu atau ikat kepala adat Makassar.

Berikut narasi dalam unggahan tersebut:
“ANIES PRESIDEN MENGGEMA WALI KOTA SELURUH INDONESIA SEPAKAT DUKUNG ANIES JADI PRESIDEN 2024!!”

Namun, benarkah video seluruh wali kota di Indonesia dukung Anies jadi Presiden 2024 tersebut?

 

Unggahan video hoaks yang menarasikan seluruh wali kota di Indonesia mendukung Anies sebagai Presiden 2024. Faktanya, isi video tidak sesuai dengan narasi judul. (YouTube)



Penjelasan:

Berdasarkan penelusuran, foto dalam thumbnail tersebut serupa dengan foto pada acara Rapat Kerja Nasional (Rakernas) XVI Asosiasi Pemerintah Kota Seluruh Indonesia (Apeksi) di Kota Makassar pada Kamis 13 Juli lalu. 

Sebanyak 88 wali kota dari total 98 kota di seluruh Indonesia hadir secara langsung dalam acara tersebut, termasuk tiga bakal calon presiden 2024, Prabowo, Ganjar dan Anies.

Rakernas APEKSI itu merupakan forum bagi seluruh wali kota se-Indonesia atau perwakilan Asosiasi Pemerintahan yang hadir untuk membahas berbagai isu nasional sekaligus melahirkan kebijakan strategis.

Narator dalam video juga hanya membacakan narasi dari berita KBA news yang berjudul “Hadiri APEKSI, Anies Baswedan Tawarkan Gagasan Empat Prinsip Kota Masa Depan”.

Dalam video tersebut tidak ada informasi mengenai seluruh wali kota mendukung Anies menjadi Presiden 2024.
Klaim: Seluruh wali kota di Indonesia dukung Anies jadi Presiden 2024
Rating: Hoaks

Cek fakta: Hoaks! Anies-Gatot resmi diusung Surya Paloh pada Juli 2023

Cek fakta: Hoaks! Foto Megawati resmi jadikan Puan sebagai bakal cawapres Anies

Baca juga: Anies Baswedan: Indonesia butuh perubahan dan perbaikanPewarta: Tim JACXEditor: Indriani								Copyright © ANTARA 2023",1
275,NIK KTP DKI Jakarta akan dinonatifkan permanen pada 1 Juni,https://www.antaranews.com/berita/4129155/hoaks-nik-ktp-dki-jakarta-akan-dinonatifkan-permanen-pada-1-juni?utm_source=antaranews&utm_medium=desktop&utm_campaign=popular_right,,"– Sebuah unggahan di Facebook mengimbau kepada warga pemegang KTP DKI Jakarta untuk mengecek NIK nya sebelum dinonaktifkan permanen pada 1 Juni 2024.

Berikut narasi dalam unggahan tersebut:
“Bapak Ibu warga Jakarta, mohon luangkan waktu sejenak untuk mengecek NIK KTP, sebelum di-nonaktifkan permanen per 1 Juni 2024 jika terdaftar dalam penataan dan penertiban. 
Sekilas info penertiban NIK DKI Jakarta.
1. Masuk website dukcapil https://datawarga-dukcapil.jakarta.go.id/
2. Masukkan NIK dan captha sesuai gambar
3. Lihat hasil yang muncul
4. Apabila muncul *tidak terdaftar dalam penataan dan penertiban* maka NIK tidak ada masalah, tidak perlu lakukan apapun
5. Jika muncul hasil *terdaftar dalam penataan dan penertiban* maka perlu diurus ke kelurahan karena akan dinonaktifkan permanen per 1 Juni 2024.”

Namun, benarkah NIK KTP DKI Jakarta akan dinonaktifkan permanen pada 1 Juni?

 

Unggahan yang menarasikan NIK KTP DKI Jakarta akan dinonatifkan permanen pada 1 Juni. Faktanya, dukcapil DKI Jakarta menyatakan klaim tersebut hoaks. (Facebook)

Penjelasan:

Dilansir dari Instagram resmi duckapil Jakarta, klaim NIK akan dinonaktifkan permanen per tanggal 1 Juni 2024 jika terdaftar dalam penataan dan peneriban dokumen kependudukan sesuai domisili adalah hoaks.

Dinas Dukcapil Provinsi DKI Jakarta menginformasikan bahwa : 
1. NIK yang masuk pada Data Warga masih aktif (baru usulan untuk dinonaktifkan) 
2. Sampai dengan saat ini Disdukcapil DKI baru mengusulkan penonaktifan NIK ke Kemendagri untuk kategori 'Yang sdh meninggal' dan 'RT/RW sudah tidak ada'
3. Bahwa penonaktifan NIK akan dilakukan secara bertahap dan bukan dilakukan serentak. 
4. Bagi warga yg masuk ke usulan penonaktifan namun sudah mengurus perpindahan atau sudah melapor ke Kelurahan dengan hasil verifikasi lapangan yang menguatkan, tidak perlu khawatir karena meskipun NIK nya masih terdaftar di Data Warga, tidak akan diajukan penonaktifan. 
5. Penonaktifan tidak dilakukan permanen karena terdapat mekanisme pengaktifan kembali.

Dilansir dari ANTARA, Dinas Kependudukan dan Pencatatan Sipil (Dukcapil) DKI Jakarta mengungkapkan bahwa sebanyak 238.410 warga telah melakukan pemindahan administrasi kependudukan sesuai domisilinya saat ini.

Pemindahan administrasi kependudukan sesuai domisili ini menyusul adanya program penataan dan penertiban administrasi penduduk (adminduk) yang dapat berujung penonaktifan 

Nomor Induk Kependudukan (NIK) warga yang tidak sesuai domisili seperti tertera di KTP.

Budi menuturkan program penataan administrasi kependudukan masih menjadi prioritas Dinas Dukcapil demi ketertiban administrasi penduduk, mengurangi potensi kerugian daerah serta potensi penyalahgunaan dokumen kependudukan.
Klaim: NIK KTP DKI Jakarta akan dinonatifkan permanen pada 1 Juni
Rating: Hoaks

Baca juga: Bawaslu Jaksel pastikan video viral di Pejaten Timur hoaks

Cek fakta: Hoaks! Anies Baswedan larang ucapkan selamat natal saat jadi Gubernur DKI Jakarta

Cek fakta: Hoaks! Berita Pemprov DKI habiskan Rp90,45 miliar untuk bayar buzzerPewarta: Tim JACXEditor: Indriani								Copyright © ANTARA 2024",1
276,Video Menteri Kesehatan promosikan produk pelangsing,https://www.antaranews.com/berita/3648258/hoaks-video-menteri-kesehatan-promosikan-produk-pelangsing,,"– Sebuah unggahan video di Facebook menampakkan Menteri Kesehatan, Budi Sadikin, mempromosikan obat penurun berat badan yang diklaim tidak memiliki efek samping.

Berikut narasi dalam video tersebut:
“Halo, saya Budi Gunadi, saya ingin memberitahukan kepada anda sebuah rahasia penting yang saya pelajari belum lama ini, tapi saya terkejut bahwa kita bisa melakukan hal ini. Dokter Gaga Irawan Nugraha telah menemukan sebuah formula inovatif yang dapat membantu anda menurunkan berat badan berlebih untuk selamanya. Duta dari formula ini adalah seorang tokoh popular Okky Luckman, dia membuktikan bahwa ini nyata dan tanpa efek samping negative, yang perlu Anda lakukan untuk mengatasi masalah ini adalah pergi ketautan dibawah ini dan membaca dan memesan formula ini”

Berikut narasi dalam unggahan tersebut:
“Saya telah mempelajari informasi ini di situs ini dan itu mengejutkan saya, berapa banyak orang yang akan terbantu oleh produk ini, hanya tujuh hari untuk menghilangkan kelebihan berat badan tanpa mengganggu dan tanpa efek samping, ikuti tautannya dan klik tombol ""info lebih lanjut”

Namun, benarkah video Menteri Kesehatan promosikan produk pelangsing tersebut?

 

Unggahan video hoaks Menteri Kesehatan mempromosikan obat pelangsing. Faktanya, video tersebut merupakan wawancara dengan McKinsey & Company yang membahas ledakan konsumen-perbankan, dampak digitalisasi, dan perawatan para pemimpin masa depan (Facebook)

Penjelasan:

Berdasarkan penelusuran ANTARA, video tersebut bukan mempromosikan obat penurun berat badan, melainkan membahas ledakan konsumen-perbankan, dampak digitalisasi, dan perawatan para pemimpin masa depan, yang diunggah McKinsey & Company.

Selain itu, akun media sosial resmi Kementerian Kesehatan juga membantah video tersebut. Faktanya, Menteri Kesehatan maupun Kementerian Kesehatan tidak pernah mengendorse produk apapun di media sosial.
Klaim: Video Menteri Kesehatan promosikan produk pelangsing
Rating: Hoaks

Cek fakta: Hoaks! Kemenkes sebut vaksin berdampak pada kualitas sperma

Cek fakta: Misinformasi! Pesan berantai Kemenkes guna antisipasi hepatitis akut

Baca juga: Kemenkes susun teknis karantina pasien TBCPewarta: Tim JACXEditor: Indriani								Copyright © ANTARA 2023",1
